from,starting label,QID,label,depth,target
Q11103,Internet Protocol version 4,Q60997816,video game edition,2,0
Q11103,Internet Protocol version 4,Q107528122,musical work version,2,0
Q11103,Internet Protocol version 4,Q81414,Internet protocol suite,2,1
Q11103,Internet Protocol version 4,Q1422324,Telecommunications Management Network,2,1
Q11103,Internet Protocol version 4,Q5394558,diplomatic edition,2,0
Q11103,Internet Protocol version 4,Q2900369,Christian Community Bible,2,0
Q20072248,Hadoop Distributed Filesystem,Q339678,distributed data store,1,1
Q20072248,Hadoop Distributed Filesystem,Q174989,file system,1,1
Q20072248,Hadoop Distributed Filesystem,Q28380029,network file system,2,1
Q20072248,Hadoop Distributed Filesystem,Q18156745,Trafodion,2,1
Q20072248,Hadoop Distributed Filesystem,Q7302818,Record-oriented filesystem,2,0
Q20072248,Hadoop Distributed Filesystem,Q34736746,Sinclair QL filesystem,2,0
Q20072248,Hadoop Distributed Filesystem,Q7606661,Steganographic file system,2,0
Q338992,WAI-ARIA,Q20819677,technical specification,1,1
Q338992,WAI-ARIA,Q41150004,LUKS On-Disk Format Specification,2,0
Q338992,WAI-ARIA,Q109772972,technical drawing,2,0
Q338992,WAI-ARIA,Q60738905,Legacy Plug and Play,2,0
Q338992,WAI-ARIA,Q28858025,Word (.doc) Binary File Format,2,0
Q338992,WAI-ARIA,Q109772990,sign specification,2,0
Q214111,packet,Q3550873,unit of information,1,1
Q214111,packet,Q2634565,Protocol data unit,1,1
Q214111,packet,Q726868,datagram,2,1
Q214111,packet,Q1999954,standard page,2,0
Q214111,packet,Q27027181,,3,1
Q214111,packet,Q1654276,IP packet,3,1
Q214111,packet,Q3189917,Jumbogram,3,1
Q214111,packet,Q4342328,IPv6 packet,4,1
Q161618,asymmetric digital subscriber line,Q11016,technology,1,1
Q161618,asymmetric digital subscriber line,Q104954,radio-frequency identification,2,0
Q161618,asymmetric digital subscriber line,Q743030,environmental technology,2,0
Q161618,asymmetric digital subscriber line,Q48772760,Solar energy conversion,2,0
Q161618,asymmetric digital subscriber line,Q4704909,Ancient Greek technology,2,0
Q161618,asymmetric digital subscriber line,Q7449091,Semantic technology,2,0
Q161618,asymmetric digital subscriber line,Q108073294,network technology,2,1
Q161618,asymmetric digital subscriber line,Q5063947,low floor technology,2,0
Q161618,asymmetric digital subscriber line,Q6764311,marine technology,2,0
Q161618,asymmetric digital subscriber line,Q1415656,hierarchical storage management,2,0
Q161618,asymmetric digital subscriber line,Q19292902,vehicle safety technology,2,0
Q161618,asymmetric digital subscriber line,Q7681758,tamper-evident technology,2,0
Q161618,asymmetric digital subscriber line,Q348091,nuclear technology,2,0
Q161618,asymmetric digital subscriber line,Q2865882,industrial arts,2,0
Q161618,asymmetric digital subscriber line,Q100232465,vehicle technology,2,0
Q161618,asymmetric digital subscriber line,Q12739,nuclear power,2,0
Q161618,asymmetric digital subscriber line,Q6140109,materials technology,2,0
Q161618,asymmetric digital subscriber line,Q23001701,technics,2,1
Q161618,asymmetric digital subscriber line,Q5357718,Electrical engineering technology,2,1
Q161618,asymmetric digital subscriber line,Q211017,e-government,2,0
Q161618,asymmetric digital subscriber line,Q10952243,industrial technology,2,0
Q161618,asymmetric digital subscriber line,Q538722,Applied Computer Science,2,0
Q161618,asymmetric digital subscriber line,Q56297438,header bidding,2,0
Q161618,asymmetric digital subscriber line,Q54006339,display technology,2,0
Q161618,asymmetric digital subscriber line,Q208163,signal processing,2,0
Q161618,asymmetric digital subscriber line,Q1001378,cinematic technique,2,0
Q161618,asymmetric digital subscriber line,Q6941971,music instrument technology,2,0
Q161618,asymmetric digital subscriber line,Q4086911,biomedical technology,2,0
Q161618,asymmetric digital subscriber line,Q1392806,drug delivery,2,0
Q161618,asymmetric digital subscriber line,Q1916441,media technology,2,0
Q161618,asymmetric digital subscriber line,Q60790901,Pedestrian crash avoidance mitigation,2,0
Q161618,asymmetric digital subscriber line,Q6887246,mobile technology,2,0
Q161618,asymmetric digital subscriber line,Q911772,technical chemistry,2,0
Q723685,video on demand,Q81941037,product distribution method,1,1
Q723685,video on demand,Q1668024,service on internet,1,1
Q723685,video on demand,Q466,World Wide Web,2,0
Q723685,video on demand,Q7094065,online calendar,2,0
Q723685,video on demand,Q168210,Internet forum,2,0
Q723685,video on demand,Q60229368,Developer Portal,2,0
Q723685,video on demand,Q1368679,Internet fax,2,0
Q723685,video on demand,Q161410,peer-to-peer,2,0
Q723685,video on demand,Q107210714,Zero-knowledge service,2,0
Q723685,video on demand,Q4007046,VOLftp,2,0
Q723685,video on demand,Q1273203,mailbox provider,2,0
Q723685,video on demand,Q18385544,open banking,2,0
Q723685,video on demand,Q5440723,federation,2,0
Q723685,video on demand,Q56240402,VPN service,2,0
Q723685,video on demand,Q3220391,social networking service,2,0
Q723685,video on demand,Q615699,Internet encyclopedia,2,0
Q723685,video on demand,Q96405218,Search engine cache,2,0
Q22661306,Kubernetes,Q39998995,Linux Foundation Project,1,0
Q22661306,Kubernetes,Q506883,free and open-source software,1,1
Q22661306,Kubernetes,Q21125433,free or open-source video game,2,0
Q22661306,Kubernetes,Q15968274,GNOME Core Applications,2,0
Q759676,task,Q774228,requirement,1,1
Q456157,Amazon Web Services,Q658255,subsidiary,1,1
Q456157,Amazon Web Services,Q21980538,commercial organization,1,1
Q456157,Amazon Web Services,Q241317,computing platform,1,1
Q456157,Amazon Web Services,Q1210425,internet hosting service,1,1
Q456157,Amazon Web Services,Q1153767,platform as a service,1,1
Q456157,Amazon Web Services,Q2277901,shell provider,2,1
Q456157,Amazon Web Services,Q19871383,ABC Heinz Indonesia,2,0
Q456157,Amazon Web Services,Q61715186,podcast hosting service,2,0
Q456157,Amazon Web Services,Q110872981,Nestle España,2,0
Q456157,Amazon Web Services,Q3144517,domain name and web hosting service,2,1
Q456157,Amazon Web Services,Q2721136,image hosting service,2,1
Q456157,Amazon Web Services,Q4022423,Yamaha Drums,2,0
Q456157,Amazon Web Services,Q3854693,Menlow,2,0
Q456157,Amazon Web Services,Q3129265,HECTOR MX,2,0
Q456157,Amazon Web Services,Q588365,virtual hosting,2,1
Q456157,Amazon Web Services,Q2142726,Macintosh SE/30,2,0
Q1052698,jitter,Q11306265,noise,1,1
Q1052698,jitter,Q1503574,shot noise,2,1
Q1052698,jitter,Q1323086,image noise,2,1
Q1052698,jitter,Q2133491,seismic noise,2,0
Q688702,door-to-door,Q671832,selling technique,1,1
Q287228,ebXML,Q317623,technical standard,1,1
Q287228,ebXML,Q20155966,XML-based format,1,1
Q287228,ebXML,Q45941145,data standard,2,0
Q287228,ebXML,Q1334738,international standard,2,1
Q287228,ebXML,Q375479,standard illuminant,2,0
Q287228,ebXML,Q105990004,UNIX 95,2,0
Q287228,ebXML,Q576465,GPS eXchange Format,2,0
Q59430415,A3: A Topology Construction Algorithm for Wireless Sensor Networks,Q13442814,scholarly article,1,1
Q388,Linux,Q170584,project,1,1
Q388,Linux,Q9135,operating system,1,1
Q388,Linux,Q241317,computing platform,1,1
Q388,Linux,Q16889133,class,1,0
Q388,Linux,Q15545584,collaborative work,1,1
Q388,Linux,Q1762292,collaborative writing,2,0
Q388,Linux,Q5145848,collaborative poetry,2,0
Q388,Linux,Q864825,collaborative fiction,2,0
Q388,Linux,Q16082297,MITS Altair 8800b,2,0
Q388,Linux,Q21130352,group blog,2,0
Q1135046,secure copy protocol,Q15836568,computer network protocol,1,1
Q1135046,secure copy protocol,Q8795,Internet Protocol,2,1
Q1135046,secure copy protocol,Q8777,Hypertext Transfer Protocol,2,1
Q837335,Ecma International,Q1328899,standards organization,1,1
Q837335,Ecma International,Q294801,eco-control body,2,0
Q837335,Ecma International,Q51885731,European Standardization Organization,2,1
Q837335,Ecma International,Q7835148,transport standards organization,2,0
Q837335,Ecma International,Q52162350,regional standards organisation,2,1
Q837335,Ecma International,Q15277759,national standards organisation,2,1
Q837335,Ecma International,Q659206,Technischer Überwachungsverein,2,1
Q192060,knowledge management,Q96247293,type of management,1,1
Q192060,knowledge management,Q1481177,management style,2,1
Q1369503,Estimated Time of Arrival,Q186408,point in time,1,1
Q1369503,Estimated Time of Arrival,Q14333806,time,2,1
Q1369503,Estimated Time of Arrival,Q15852766,publication in German copyright law,2,0
Q1369503,Estimated Time of Arrival,Q193168,present,2,0
Q1369503,Estimated Time of Arrival,Q507810,epoch,2,0
Q1369503,Estimated Time of Arrival,Q206106,D-Day,2,0
Q1369503,Estimated Time of Arrival,Q59584702,copyright date,2,0
Q1369503,Estimated Time of Arrival,Q5401376,expected date of delivery,2,0
Q1369503,Estimated Time of Arrival,Q3186692,calendar year,2,0
Q178051,Portable Network Graphics,Q105599390,raster-graphics file format,1,1
Q178051,Portable Network Graphics,Q15087423,ISO standard,1,0
Q178051,Portable Network Graphics,Q55542,lossless compression,1,1
Q178051,Portable Network Graphics,Q412438,image compression,1,1
Q178051,Portable Network Graphics,Q26329975,JPEG File Interchange Format,2,1
Q178051,Portable Network Graphics,Q62617958,WebP,2,1
Q178051,Portable Network Graphics,Q192869,Windows Bitmap,2,1
Q178051,Portable Network Graphics,Q654383,raw image format,2,1
Q178051,Portable Network Graphics,Q215106,TIFF,2,1
Q178051,Portable Network Graphics,Q39333,texture compression,2,1
Q178051,Portable Network Graphics,Q17154458,Netpbm formats,2,1
Q178051,Portable Network Graphics,Q26791581,Canon Original RAW,3,1
Q178051,Portable Network Graphics,Q27866048,Canon Original RAW  version 2,3,1
Q178051,Portable Network Graphics,Q7670377,Tagged Image File Format/Electronic Photography,3,1
Q178051,Portable Network Graphics,Q26329648,JPEG File Interchange Format  version 1.0,3,1
Q178051,Portable Network Graphics,Q45989477,WebP Extended,3,1
Q178051,Portable Network Graphics,Q28206714,Portable Anymap,3,1
Q431195,IBM Db2,Q3932296,relational database management system,1,1
Q431195,IBM Db2,Q218616,proprietary software,1,1
Q431195,IBM Db2,Q178285,freeware,2,1
Q431195,IBM Db2,Q763151,proprietary device driver,2,0
Q431195,IBM Db2,Q35687379,serverless relational database management system,2,1
Q431195,IBM Db2,Q2566342,Drizzle,2,1
Q431195,IBM Db2,Q3884002,VoltDB,2,1
Q431195,IBM Db2,Q5530385,Gelato,2,0
Q431195,IBM Db2,Q16688751,Percona Server for MySQL,2,1
Q431195,IBM Db2,Q3512599,TV Giant,2,0
Q431195,IBM Db2,Q319417,SQLite,2,1
Q431195,IBM Db2,Q215819,Microsoft SQL Server,2,1
Q431195,IBM Db2,Q185534,shareware,2,1
Q431195,IBM Db2,Q2919848,query optimization,2,0
Q431195,IBM Db2,Q5014224,CSQL,2,1
Q431195,IBM Db2,Q484935,CUBRID,2,1
Q431195,IBM Db2,Q9361521,trial,2,1
Q431195,IBM Db2,Q12018160,ESRI Arc Geodatabase,2,1
Q431195,IBM Db2,Q2357154,Strozzi NoSQL,2,1
Q431195,IBM Db2,Q17089542,WebScaleSQL,2,1
Q1505049,S/MIME,Q1254335,cryptographic protocol,1,1
Q1505049,S/MIME,Q15836568,computer network protocol,1,1
Q1505049,S/MIME,Q1092688,Cipher suite,2,1
Q1505049,S/MIME,Q3306713,key-agreement protocol,2,1
Q1505049,S/MIME,Q5013874,CRFS (Coherent Remote File System),2,0
Q1505049,S/MIME,Q272165,Wi-Fi Protected Access,2,0
Q1505049,S/MIME,Q1414155,key exchange protocol,2,1
Q1505049,S/MIME,Q7551852,socialist millionaire problem,2,1
Q1505049,S/MIME,Q28380029,network file system,2,0
Q1505049,S/MIME,Q16934823,NSA Suite A Cryptography,2,0
Q1505049,S/MIME,Q96473852,hypermedia distribution protocol,2,0
Q1505049,S/MIME,Q2141493,OpenPGP,2,1
Q1505049,S/MIME,Q9326126,SKID,2,1
Q1505049,S/MIME,Q908608,Temporal Key Integrity Protocol,2,1
Q1505049,S/MIME,Q206494,Transport Layer Security,2,1
Q1505049,S/MIME,Q8777,Hypertext Transfer Protocol,2,0
Q1505049,S/MIME,Q191943,zero-knowledge proof,2,1
Q1505049,S/MIME,Q203087,signaling protocol,2,0
Q1505049,S/MIME,Q4825885,authentication protocol,2,0
Q1505049,S/MIME,Q3359815,PPPoX,2,0
Q1505049,S/MIME,Q23891373,cryptographic protocol of communication,2,1
Q1505049,S/MIME,Q2622793,JetDirect,2,0
Q1505049,S/MIME,Q12237265,mental poker,2,1
Q1505049,S/MIME,Q17074885,Physiological Signal Based Security,2,0
Q1505049,S/MIME,Q7142872,password-authenticated key agreement,3,0
Q8811,HyperText Markup Language,Q17537576,creative work,1,0
Q8811,HyperText Markup Language,Q2661442,W3C Recommendation,1,1
Q8811,HyperText Markup Language,Q20202982,Web API,1,1
Q1665102,Institut national de l'information géographique et forestière,Q270791,state-owned enterprise,1,1
Q1665102,Institut national de l'information géographique et forestière,Q7603018,State Agricultural Farm,2,0
Q1665102,Institut national de l'information géographique et forestière,Q5189477,Crown agency,2,0
Q1665102,Institut national de l'information géographique et forestière,Q2324797,health establishments,2,0
Q1665102,Institut national de l'information géographique et forestière,Q5589413,Government-owned and controlled corporation,2,1
Q1665102,Institut national de l'information géographique et forestière,Q2324813,state bank,2,0
Q1665102,Institut national de l'information géographique et forestière,Q3631463,public hospital in Italy,2,0
Q1665102,Institut national de l'information géographique et forestière,Q4571771,statsforetak,2,0
Q1665102,Institut national de l'information géographique et forestière,Q87648631,Azienda Socio Sanitaria Territoriale,2,0
Q3477337,Secrétariat général de la défense et de la sécurité nationale,Q2824642,public administration of France,1,1
Q11660,artificial intelligence,Q8148,industry,1,1
Q11660,artificial intelligence,Q11862829,academic discipline,1,1
Q11660,artificial intelligence,Q64812921,Computing Science,2,1
Q11660,artificial intelligence,Q2001056,land management,2,0
Q11660,artificial intelligence,Q64811550,Ocean Resource Management and Policy,2,0
Q11660,artificial intelligence,Q65054879,Mediterranean studies,2,0
Q11660,artificial intelligence,Q57261084,automotive services industry,2,0
Q11660,artificial intelligence,Q1979901,perfumery,2,0
Q11660,artificial intelligence,Q57204579,social ecology,2,0
Q11660,artificial intelligence,Q2140665,electric vehicle charging station,2,0
Q11660,artificial intelligence,Q60310061,branch of theology,2,0
Q11660,artificial intelligence,Q55693872,medicine,2,0
Q11660,artificial intelligence,Q184784,architectural drawing,2,0
Q11660,artificial intelligence,Q106371273,fine arts,2,0
Q11660,artificial intelligence,Q555097,accessibility,2,0
Q11660,artificial intelligence,Q6168352,jazz education,2,0
Q11660,artificial intelligence,Q5358497,electronics industry,2,1
Q2192,Graphics Interchange Format,Q105599390,raster-graphics file format,1,1
Q2192,Graphics Interchange Format,Q55542,lossless compression,1,1
Q2192,Graphics Interchange Format,Q412438,image compression,1,1
Q2192,Graphics Interchange Format,Q26329975,JPEG File Interchange Format,2,1
Q2192,Graphics Interchange Format,Q62617958,WebP,2,1
Q2192,Graphics Interchange Format,Q192869,Windows Bitmap,2,1
Q2192,Graphics Interchange Format,Q654383,raw image format,2,1
Q2192,Graphics Interchange Format,Q215106,TIFF,2,1
Q2192,Graphics Interchange Format,Q39333,texture compression,2,1
Q2192,Graphics Interchange Format,Q178051,Portable Network Graphics,2,1
Q2192,Graphics Interchange Format,Q17154458,Netpbm formats,2,1
Q2192,Graphics Interchange Format,Q26791581,Canon Original RAW,3,1
Q2192,Graphics Interchange Format,Q27866048,Canon Original RAW  version 2,3,1
Q2192,Graphics Interchange Format,Q7670377,Tagged Image File Format/Electronic Photography,3,1
Q2192,Graphics Interchange Format,Q26329648,JPEG File Interchange Format  version 1.0,3,1
Q2192,Graphics Interchange Format,Q45989477,WebP Extended,3,1
Q2985644,comité technique,Q3152849,Instance représentative du personnel,1,1
Q853645,Universal Disk Format,Q174989,file system,1,1
Q853645,Universal Disk Format,Q5457555,flash file system,2,1
Q853645,Universal Disk Format,Q1103464,clustered file system,2,0
Q853645,Universal Disk Format,Q5254115,Dell Fluid File System,2,0
Q49150,Remote Desktop Protocol,Q15836568,computer network protocol,1,1
Q49150,Remote Desktop Protocol,Q8777,Hypertext Transfer Protocol,2,1
Q49150,Remote Desktop Protocol,Q5013874,CRFS (Coherent Remote File System),2,1
Q206047,Asynchronous Transfer Mode,Q317623,technical standard,1,1
Q206047,Asynchronous Transfer Mode,Q26119883,ECMA Standard,2,0
Q206047,Asynchronous Transfer Mode,Q6313217,time standard,2,0
Q206047,Asynchronous Transfer Mode,Q7598374,standard ruler,2,0
Q206047,Asynchronous Transfer Mode,Q2309650,MPEG-3,2,0
Q206047,Asynchronous Transfer Mode,Q5117123,Dhizaster,2,0
Q206047,Asynchronous Transfer Mode,Q996023,directory structure,2,0
Q206047,Asynchronous Transfer Mode,Q45941145,data standard,2,1
Q206047,Asynchronous Transfer Mode,Q375479,standard illuminant,2,0
Q206047,Asynchronous Transfer Mode,Q105990004,UNIX 95,2,0
Q206047,Asynchronous Transfer Mode,Q85785649,minimum information standard,2,0
Q206047,Asynchronous Transfer Mode,Q110040336,LANDRS Science Drone,2,0
Q206047,Asynchronous Transfer Mode,Q5201840,Czech technical standard,2,0
Q206047,Asynchronous Transfer Mode,Q919510,United States Military Standard,2,0
Q206047,Asynchronous Transfer Mode,Q43521,geologic time scale,2,0
Q206047,Asynchronous Transfer Mode,Q11320552,de jure standard,2,0
Q206047,Asynchronous Transfer Mode,Q111193247,interoperability framework,2,0
Q206047,Asynchronous Transfer Mode,Q1334738,international standard,2,0
Q206047,Asynchronous Transfer Mode,Q7248507,programming language specification,2,0
Q206047,Asynchronous Transfer Mode,Q31022,professional ethics,2,0
Q206047,Asynchronous Transfer Mode,Q65037409,drive form factor,2,0
Q206047,Asynchronous Transfer Mode,Q109829629,Mobility Data Specification,2,0
Q206047,Asynchronous Transfer Mode,Q105990097,UNIX 93,2,0
Q206047,Asynchronous Transfer Mode,Q1193215,Public Key Cryptography Standards,2,0
Q206047,Asynchronous Transfer Mode,Q1153670,DIN-Norm,2,0
Q206047,Asynchronous Transfer Mode,Q56277227,Launch Unit,2,0
Q206047,Asynchronous Transfer Mode,Q385853,de facto standard,2,0
Q206047,Asynchronous Transfer Mode,Q105989599,UNIX V7,2,0
Q206047,Asynchronous Transfer Mode,Q3343904,standards of Switzerland,2,0
Q1500419,Open Mobile Alliance,Q79913,non-governmental organization,1,1
Q1500419,Open Mobile Alliance,Q1328899,standards organization,1,1
Q1500419,Open Mobile Alliance,Q111597191,non-profit non-governmental organization working in arts and culture,2,1
Q1500419,Open Mobile Alliance,Q51885731,European Standardization Organization,2,1
Q1500419,Open Mobile Alliance,Q64485049,rapid IST testing facility,2,0
Q1500419,Open Mobile Alliance,Q1163643,classification society,2,0
Q1500419,Open Mobile Alliance,Q820425,Bergwaldprojekt,2,0
Q1500419,Open Mobile Alliance,Q7835148,transport standards organization,2,0
Q1500419,Open Mobile Alliance,Q15277759,national standards organisation,2,1
Q1500419,Open Mobile Alliance,Q4330210,Public Academy of Sciences,2,0
Q1500419,Open Mobile Alliance,Q659206,Technischer Überwachungsverein,2,1
Q1500419,Open Mobile Alliance,Q5098014,Children's Aid Society,2,0
Q1500419,Open Mobile Alliance,Q294801,eco-control body,2,0
Q1500419,Open Mobile Alliance,Q51884140,Nyayik Sansar,2,0
Q1500419,Open Mobile Alliance,Q431603,advocacy group,2,0
Q1500419,Open Mobile Alliance,Q5340908,Education NGOs,2,0
Q1500419,Open Mobile Alliance,Q52162350,regional standards organisation,2,1
Q47607,Structured Query Language,Q691358,domain-specific language,1,1
Q47607,Structured Query Language,Q9143,programming language,1,1
Q47607,Structured Query Language,Q1144882,declarative programming language,1,1
Q47607,Structured Query Language,Q845739,query language,1,1
Q47607,Structured Query Language,Q29068718,educational programming language,2,0
Q47607,Structured Query Language,Q6138701,RDF query language,2,1
Q47607,Structured Query Language,Q110946204,rule-based language,2,0
Q47607,Structured Query Language,Q60551191,graph query language,2,1
Q47607,Structured Query Language,Q7263491,information retrieval query language,2,1
Q47607,Structured Query Language,Q17092833,Jaql,2,1
Q47607,Structured Query Language,Q3459982,SQL:2011,3,1
Q47607,Structured Query Language,Q28941000,SQL:2016,3,1
Q47607,Structured Query Language,Q4048871,SQL-92,3,1
Q47607,Structured Query Language,Q7392729,SQL:2006,3,1
Q47607,Structured Query Language,Q5854085,FSQL,3,1
Q47607,Structured Query Language,Q2063791,SQL:2008,3,1
Q47607,Structured Query Language,Q4048881,SQL:2003,3,1
Q47607,Structured Query Language,Q2025506,OpenSQL,3,1
Q47607,Structured Query Language,Q4048878,SQL:1999,3,1
Q47607,Structured Query Language,Q28163355,SQL-86,3,1
Q47607,Structured Query Language,Q28163046,SQL-89,3,1
Q190746,Advanced Encryption Standard,Q317623,technical standard,1,1
Q190746,Advanced Encryption Standard,Q543151,block cipher,1,1
Q190746,Advanced Encryption Standard,Q917824,Federal Information Processing Standard,1,1
Q190746,Advanced Encryption Standard,Q39050366,construction standard,2,0
Q190746,Advanced Encryption Standard,Q917023,SSI motherboard form factors,2,0
Q190746,Advanced Encryption Standard,Q2309650,MPEG-3,2,0
Q190746,Advanced Encryption Standard,Q11794350,Output Feedback,2,1
Q190746,Advanced Encryption Standard,Q1349015,GOST,2,0
Q190746,Advanced Encryption Standard,Q105047548,Housing standards,2,0
Q190746,Advanced Encryption Standard,Q24574728,form factor,2,0
Q190746,Advanced Encryption Standard,Q45941145,data standard,2,0
Q190746,Advanced Encryption Standard,Q1091326,IT security standards,2,1
Q190746,Advanced Encryption Standard,Q375479,standard illuminant,2,0
Q190746,Advanced Encryption Standard,Q17084394,Simon,2,1
Q190746,Advanced Encryption Standard,Q105990004,UNIX 95,2,0
Q190746,Advanced Encryption Standard,Q6713956,M8,2,1
Q190746,Advanced Encryption Standard,Q3631710,BATON,2,1
Q190746,Advanced Encryption Standard,Q17084934,Speck,2,1
Q190746,Advanced Encryption Standard,Q3696410,Crab,2,1
Q190746,Advanced Encryption Standard,Q2995268,Lai-Massey scheme,2,1
Q190746,Advanced Encryption Standard,Q3477575,Secure User Plane Location,2,0
Q190746,Advanced Encryption Standard,Q5570849,Global information management Metrics eXchange,2,0
Q190746,Advanced Encryption Standard,Q85875700,Norma Oficial Mexicana,2,0
Q190746,Advanced Encryption Standard,Q1044361,Feistel cipher,2,1
Q190746,Advanced Encryption Standard,Q105990097,UNIX 93,2,0
Q190746,Advanced Encryption Standard,Q56277227,Launch Unit,2,0
Q190746,Advanced Encryption Standard,Q198614,style guide,2,0
Q190746,Advanced Encryption Standard,Q4038545,FNAm2,3,1
Q2488884,RJ-11 connectors,Q595851,registered jack,1,1
Q2488884,RJ-11 connectors,Q14855079,RJ-11  RJ-14 and RJ-25,2,1
Q2488884,RJ-11 connectors,Q3415212,RJ25,2,1
Q135005,phishing,Q108382343,computer security technique,1,1
Q135005,phishing,Q4071928,cyberattack,2,1
Q135005,phishing,Q1259344,drive-by download,2,0
Q135005,phishing,Q163231,clickjacking,2,1
Q135005,phishing,Q17073792,page hijacking,3,1
Q135005,phishing,Q3149588,In-session phishing,3,1
Q135005,phishing,Q209403,ping of death,3,0
Q135005,phishing,Q40890649,Sniffing attack,3,0
Q135005,phishing,Q4230100,compromise,3,0
Q135005,phishing,Q3997746,information diving,3,1
Q135005,phishing,Q2267081,side channel attack,3,0
Q135005,phishing,Q5973199,BGP hijacking,3,1
Q135005,phishing,Q13427559,return-to-libc attack,3,0
Q135005,phishing,Q7644524,supply chain attack,3,0
Q135005,phishing,Q131406,denial-of-service attack,3,1
Q135005,phishing,Q7907148,VLAN hopping,3,0
Q135005,phishing,Q19845322,cryptographic attack,3,0
Q135005,phishing,Q926331,ransomware,3,0
Q135005,phishing,Q28134936,credential stuffing,3,1
Q135005,phishing,Q11287,exploit,3,0
Q135005,phishing,Q620579,Smurf attack,4,0
Q135005,phishing,Q3570419,billion laughs attack,4,0
Q135005,phishing,Q5204753,DDoS mitigation,4,0
Q135005,phishing,Q670204,ping flood,4,0
Q135005,phishing,Q845764,SYN flood,4,1
Q135005,phishing,Q22908283,Resource exhaustion attack,4,0
Q135005,phishing,Q5111562,Christmas tree packet,4,0
Q135005,phishing,Q2900718,packet drop attack,4,0
Q135005,phishing,Q4009282,email bomb,4,0
Q135005,phishing,Q28136728,HTTP Flood,4,0
Q691593,Common Object Request Broker Architecture,Q317623,technical standard,1,1
Q691593,Common Object Request Broker Architecture,Q848031,microformats,2,0
Q691593,Common Object Request Broker Architecture,Q109560589,NFPA Standard,2,0
Q691593,Common Object Request Broker Architecture,Q2309650,MPEG-3,2,0
Q691593,Common Object Request Broker Architecture,Q917023,SSI motherboard form factors,2,0
Q691593,Common Object Request Broker Architecture,Q1584581,XMPP Extension Protocol,2,0
Q691593,Common Object Request Broker Architecture,Q45941145,data standard,2,0
Q691593,Common Object Request Broker Architecture,Q375479,standard illuminant,2,0
Q691593,Common Object Request Broker Architecture,Q105990004,UNIX 95,2,0
Q691593,Common Object Request Broker Architecture,Q23824424,screw drive,2,0
Q691593,Common Object Request Broker Architecture,Q5570849,Global information management Metrics eXchange,2,0
Q691593,Common Object Request Broker Architecture,Q85875700,Norma Oficial Mexicana,2,0
Q691593,Common Object Request Broker Architecture,Q635130,Single UNIX Specification,2,0
Q691593,Common Object Request Broker Architecture,Q105990097,UNIX 93,2,0
Q691593,Common Object Request Broker Architecture,Q56277227,Launch Unit,2,0
Q691593,Common Object Request Broker Architecture,Q29473497,signalling standard for collision avoidance,2,0
Q691593,Common Object Request Broker Architecture,Q132364,communication protocol,2,0
Q622993,X.25,Q67080166,protocol suite,1,1
Q191018,Session Initiation Protocol,Q203087,signaling protocol,1,1
Q46794,Subversion,Q341,free software,1,1
Q46794,Subversion,Q55680343,centralized version control system,1,1
Q46794,Subversion,Q132364,communication protocol,1,1
Q46794,Subversion,Q39999225,Apache Foundation project,1,1
Q46794,Subversion,Q1025017,Cache coherence,2,0
Q46794,Subversion,Q81945,Voice over IP,2,0
Q46794,Subversion,Q974922,Web Map Service,2,0
Q46794,Subversion,Q886092,Bluetooth profile,2,0
Q46794,Subversion,Q622993,X.25,2,0
Q46794,Subversion,Q39531,Bluetooth,2,0
Q46794,Subversion,Q56191572,Escornabot,2,0
Q46794,Subversion,Q264364,Common Gateway Interface,2,0
Q7251937,Protocol implementation conformance statement,Q15836568,computer network protocol,1,1
Q7251937,Protocol implementation conformance statement,Q28380029,network file system,2,0
Q7251937,Protocol implementation conformance statement,Q8777,Hypertext Transfer Protocol,2,0
Q7251937,Protocol implementation conformance statement,Q5013874,CRFS (Coherent Remote File System),2,0
Q7251937,Protocol implementation conformance statement,Q2622793,JetDirect,2,0
Q7251937,Protocol implementation conformance statement,Q203087,signaling protocol,2,0
Q7251937,Protocol implementation conformance statement,Q3359815,PPPoX,2,0
Q61694,Uniform Resource Identifier,Q290378,internet standard,1,1
Q191895,RS-232,Q6046311,interface standard,1,1
Q191895,RS-232,Q5655515,drive interface,2,0
Q191895,RS-232,Q178048,bus,2,1
Q191895,RS-232,Q132364,communication protocol,2,1
Q191895,RS-232,Q1025017,Cache coherence,3,0
Q191895,RS-232,Q2525317,connectionless protocol,3,0
Q191895,RS-232,Q7918427,vehicle bus,3,0
Q191895,RS-232,Q974922,Web Map Service,3,0
Q191895,RS-232,Q7168699,peripheral bus,3,1
Q191895,RS-232,Q6045205,Interaction protocol,3,0
Q191895,RS-232,Q5004612,byte-oriented protocol,3,0
Q191895,RS-232,Q21078287,serial bus,3,1
Q191895,RS-232,Q21078294,parallel bus,3,1
Q191895,RS-232,Q18761595,internet of things protocol,3,0
Q191895,RS-232,Q165194,application programming interface,3,0
Q191895,RS-232,Q2928673,data bus,3,1
Q191895,RS-232,Q64693901,multi-lane serial bus,3,1
Q191895,RS-232,Q264364,Common Gateway Interface,3,0
Q191895,RS-232,Q1867168,Local Interconnect Network,4,1
Q131164,Web 2.0,Q1514415,trend,1,1
Q131164,Web 2.0,Q1091971,suburbanization,2,0
Q131164,Web 2.0,Q28972120,fashion trend,2,0
